college,course,category,Round 1,Round 2,Mop-up,Stray,Stray Extended,fees,service_type,counseling
Kempegowda Institute of Medical Sciences,M.D. Pharmacology,GMP,74793.0,,,,,358253,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.D. Pharmacology,MNG,69617.0,,218065.0,,,515000,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.D. Pharmacology,OPN,63914.0,,153690.0,,,358253,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.D. Psychiatry,OPN,9986.0,44175.0,44175.0,,,1387994,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.D. Psychiatry,PGM,81103.0,81103.0,81103.0,,,783108,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.D. Radio Diagnosis,1G,6268.0,6439.0,6439.0,,,783108,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.D. Radio Diagnosis,GM,475.0,3662.0,3662.0,,,783108,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.D. Radio Diagnosis,GMP,5176.0,10319.0,11681.0,,,1387994,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.D. Radio Diagnosis,GMPH,8663.0,15893.0,15893.0,,,1387994,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.D. Radio Diagnosis,MNG,70062.0,105510.0,118500.0,,,11015000,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.D. Radio Diagnosis,OPN,1914.0,8353.0,9192.0,,,1387994,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.D. Radio Diagnosis,PGM,96010.0,96010.0,96010.0,,,783108,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.D. Radio Diagnosis,S2G,16242.0,16242.0,,,,783108,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.D. Respiratory Medicine,GM,6378.0,19819.0,19819.0,,,783108,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.D. Respiratory Medicine,GMP,15893.0,36291.0,,,,1387994,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.D. Respiratory Medicine,NRI,64860.0,,,,,6015000,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.D. Respiratory Medicine,OPN,13921.0,23373.0,23373.0,,,1387994,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.S. ENT,1G,26160.0,62199.0,62199.0,,,783108,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.S. ENT,GM,7405.0,26705.0,,,,783108,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.S. ENT,GMP,24212.0,43220.0,43220.0,,,1387994,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.S. ENT,MNG,,,155815.0,,,4515000,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.S. ENT,NRI,64691.0,,,,,4515000,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.S. ENT,OPN,16451.0,33600.0,33600.0,,,1387994,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.S. General Surgery,1G,16145.0,30856.0,30856.0,,,783108,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.S. General Surgery,2AG,,22923.0,,,,783108,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.S. General Surgery,2AH,17949.0,41016.0,41016.0,,,783108,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.S. General Surgery,2BG,9322.0,26240.0,26240.0,,,783108,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.S. General Surgery,GM,6752.0,11742.0,19008.0,,,783108,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.S. General Surgery,GMP,14978.0,31437.0,31437.0,,,1387994,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.S. General Surgery,MNG,81114.0,,158302.0,,,7015000,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.S. General Surgery,OPN,13834.0,25515.0,29528.0,,,1387994,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.S. General Surgery,S3G,26166.0,47283.0,47283.0,,,783108,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.S. General Surgery,STG,29862.0,106750.0,106750.0,,,783108,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.S. Obstetrics and Gynecology,2AG,9260.0,15067.0,21387.0,,,783108,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.S. Obstetrics and Gynecology,GM,5351.0,13992.0,13992.0,,,783108,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.S. Obstetrics and Gynecology,GMP,12152.0,20166.0,20406.0,,,1387994,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.S. Obstetrics and Gynecology,GMPH,15541.0,27596.0,27596.0,,,1387994,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.S. Obstetrics and Gynecology,MNG,75457.0,105827.0,105827.0,,,8215000,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.S. Obstetrics and Gynecology,OPN,11536.0,14084.0,20137.0,,,1387994,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.S. Opthalamology,GM,14674.0,29814.0,29814.0,,,783108,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.S. Opthalamology,GMP,22288.0,43457.0,49025.0,,,1387994,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.S. Opthalamology,NRI,100641.0,100641.0,100641.0,,,4015000,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.S. Opthalamology,OPN,15373.0,34555.0,37447.0,,,1387994,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.S. Opthalamology,S2G,,61917.0,61917.0,,,783108,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.S. Orthopedics,2AG,12685.0,31901.0,36741.0,,,783108,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.S. Orthopedics,GM,10719.0,28075.0,28075.0,,,783108,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.S. Orthopedics,GMP,23851.0,39999.0,42367.0,,,1387994,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.S. Orthopedics,GMPH,33690.0,57171.0,57171.0,,,1387994,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.S. Orthopedics,MNG,83737.0,137630.0,192381.0,202999.0,,7515000,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.S. Orthopedics,OPN,23075.0,38291.0,38735.0,,,1387994,Non-Inservice,KEA
Kempegowda Institute of Medical Sciences,M.S. Orthopedics,S2G,39475.0,47890.0,,,,783108,Non-Inservice,KEA
Khaja Bandanawaz University - Faculty of Medical Sciences,M.D. Anaesthesia,GMH,20598.0,54719.0,54719.0,,,798108,Non-Inservice,KEA
Khaja Bandanawaz University - Faculty of Medical Sciences,M.D. Anaesthesia,OPN,53903.0,,176820.0,,,3530000,Non-Inservice,KEA
Khaja Bandanawaz University - Faculty of Medical Sciences,M.D. Community Medicine,2BH,71090.0,,,,,222027,Non-Inservice,KEA
Khaja Bandanawaz University - Faculty of Medical Sciences,M.D. Community Medicine,GM,,,229968.0,,,222027,Non-Inservice,KEA
Khaja Bandanawaz University - Faculty of Medical Sciences,M.D. Dermatology,GMP,,67662.0,67662.0,,,6030000,Non-Inservice,KEA
Khaja Bandanawaz University - Faculty of Medical Sciences,M.D. Dermatology,MNG,,,183438.0,204871.0,,8530000,Non-Inservice,KEA
Khaja Bandanawaz University - Faculty of Medical Sciences,M.D. Dermatology,NRI,118157.0,,,,,8530000,Non-Inservice,KEA
Khaja Bandanawaz University - Faculty of Medical Sciences,M.D. General Medicine,GMH,10870.0,12508.0,12508.0,,,798108,Non-Inservice,KEA
Khaja Bandanawaz University - Faculty of Medical Sciences,M.D. General Medicine,GMP,63793.0,122271.0,165579.0,,,6030000,Non-Inservice,KEA
Khaja Bandanawaz University - Faculty of Medical Sciences,M.D. General Medicine,MNG,100944.0,,213993.0,,,8530000,Non-Inservice,KEA
Khaja Bandanawaz University - Faculty of Medical Sciences,M.D. General Medicine,OPN,56801.0,63793.0,63793.0,,,6030000,Non-Inservice,KEA
Khaja Bandanawaz University - Faculty of Medical Sciences,M.D. Paediatrics,GMPH,85790.0,,,,,6030000,Non-Inservice,KEA
Khaja Bandanawaz University - Faculty of Medical Sciences,M.D. Paediatrics,OPN,,,153741.0,,,6030000,Non-Inservice,KEA
Khaja Bandanawaz University - Faculty of Medical Sciences,M.D. Pathology,GMH,67701.0,137830.0,,,,222027,Non-Inservice,KEA
Khaja Bandanawaz University - Faculty of Medical Sciences,M.D. Pathology,OPN,,,154328.0,,,1645465,Non-Inservice,KEA
Khaja Bandanawaz University - Faculty of Medical Sciences,M.D. Radio Diagnosis,MMH,,62165.0,62165.0,,,6000000,Non-Inservice,KEA
Khaja Bandanawaz University - Faculty of Medical Sciences,M.D. Radio Diagnosis,MNG,62165.0,,202319.0,,,8530000,Non-Inservice,KEA
Khaja Bandanawaz University - Faculty of Medical Sciences,M.S. ENT,1G,,75045.0,75045.0,,,798108,Non-Inservice,KEA
Khaja Bandanawaz University - Faculty of Medical Sciences,M.S. ENT,OPN,,,227323.0,,,3530000,Non-Inservice,KEA
Khaja Bandanawaz University - Faculty of Medical Sciences,M.S. ENT,S1H,,123472.0,123472.0,,,798108,Non-Inservice,KEA
Khaja Bandanawaz University - Faculty of Medical Sciences,M.S. General Surgery,GM,,32981.0,40928.0,,,798108,Non-Inservice,KEA
Khaja Bandanawaz University - Faculty of Medical Sciences,M.S. General Surgery,MNG,,,175277.0,,,5030000,Non-Inservice,KEA
Khaja Bandanawaz University - Faculty of Medical Sciences,M.S. General Surgery,NRI,79821.0,,,,,5030000,Non-Inservice,KEA
Khaja Bandanawaz University - Faculty of Medical Sciences,M.S. General Surgery,OPN,,,166114.0,,,4030000,Non-Inservice,KEA
Khaja Bandanawaz University - Faculty of Medical Sciences,M.S. Obstetrics and Gynecology,GM,,21510.0,22744.0,,,798108,Non-Inservice,KEA
Khaja Bandanawaz University - Faculty of Medical Sciences,M.S. Obstetrics and Gynecology,MMH,,75866.0,75866.0,,,6000000,Non-Inservice,KEA
Khaja Bandanawaz University - Faculty of Medical Sciences,M.S. Obstetrics and Gynecology,MNG,113379.0,,209339.0,,,8530000,Non-Inservice,KEA
Khaja Bandanawaz University - Faculty of Medical Sciences,M.S. Opthalamology,GMH,28502.0,42718.0,42718.0,,,798108,Non-Inservice,KEA
Khaja Bandanawaz University - Faculty of Medical Sciences,M.S. Opthalamology,MMH,104348.0,104348.0,104348.0,,,3530000,Non-Inservice,KEA
Khaja Bandanawaz University - Faculty of Medical Sciences,M.S. Orthopedics,MNG,,,208826.0,,,6030000,Non-Inservice,KEA
Khaja Bandanawaz University - Faculty of Medical Sciences,M.S. Orthopedics,OPN,,,162174.0,192410.0,,4030000,Non-Inservice,KEA
Khaja Bandanawaz University - Faculty of Medical Sciences,M.S. Orthopedics,S1G,,120521.0,120521.0,,,798108,Non-Inservice,KEA
Kidwai Memorial Institute of Oncology,Diploma in Medical Radio Therapy,GM,29498.0,36690.0,36690.0,,,123400,Non-Inservice,KEA
Kidwai Memorial Institute of Oncology,Diploma in Medical Radio Therapy,S3G,76513.0,95058.0,115330.0,,,123400,Non-Inservice,KEA
Kidwai Memorial Institute of Oncology,M.D. Anaesthesia,2AH,21024.0,24196.0,27772.0,,,123400,Non-Inservice,KEA
Kidwai Memorial Institute of Oncology,M.D. Anaesthesia,3BG,11183.0,24845.0,,,,123400,Non-Inservice,KEA
Kidwai Memorial Institute of Oncology,M.D. Anaesthesia,GM,9578.0,20699.0,24196.0,,,123400,Non-Inservice,KEA
Kidwai Memorial Institute of Oncology,M.D. Anaesthesia,S1G,,54911.0,54911.0,,,123400,Non-Inservice,KEA
Kidwai Memorial Institute of Oncology,M.D. Anaesthesia,S3G,30121.0,46191.0,46191.0,,,123400,Non-Inservice,KEA
Kidwai Memorial Institute of Oncology,M.D. Biochemistry,GM,,,213335.0,,,40900,Non-Inservice,KEA
Kidwai Memorial Institute of Oncology,M.D. Biochemistry,S3G,131979.0,,,,,40900,Non-Inservice,KEA
Kidwai Memorial Institute of Oncology,M.D. Microbiology,2AG,66256.0,,,,,68400,Non-Inservice,KEA
Kidwai Memorial Institute of Oncology,M.D. Microbiology,GM,,82302.0,,,,68400,Non-Inservice,KEA
Kidwai Memorial Institute of Oncology,M.D. Radio Diagnosis,S3G,7449.0,16793.0,,,,123400,Non-Inservice,KEA
Kidwai Memorial Institute of Oncology,M.D. Radio Diagnosis,STG,10609.0,25571.0,,,,123400,Non-Inservice,KEA
Kidwai Memorial Institute of Oncology,M.D. Radio Therapy,2AG,13900.0,36941.0,,,,123400,Non-Inservice,KEA
Kidwai Memorial Institute of Oncology,M.D. Radio Therapy,2BG,19316.0,28720.0,28720.0,,,123400,Non-Inservice,KEA
Kidwai Memorial Institute of Oncology,M.D. Radio Therapy,GM,8297.0,24005.0,22658.0,,,123400,Non-Inservice,KEA
Kodagu Institute of Medical Sciences,M.D. Anaesthesia,2AG,15572.0,29130.0,31990.0,,,123400,Non-Inservice,KEA
Kodagu Institute of Medical Sciences,M.D. Anaesthesia,GM,11589.0,26969.0,28240.0,,,123400,Non-Inservice,KEA
Kodagu Institute of Medical Sciences,M.D. Anaesthesia,STG,59772.0,131822.0,131822.0,,,123400,Non-Inservice,KEA
Kodagu Institute of Medical Sciences,M.D. Biochemistry,GM,81980.0,,,,,40900,Non-Inservice,KEA
Kodagu Institute of Medical Sciences,M.D. Community Medicine,GM,36209.0,,181877.0,,,68400,Non-Inservice,KEA
Kodagu Institute of Medical Sciences,M.D. Community Medicine,S2G,64611.0,,,,,68400,Non-Inservice,KEA
Kodagu Institute of Medical Sciences,M.D. Dermatology,GM,,4388.0,4228.0,,,123400,Non-Inservice,KEA
Kodagu Institute of Medical Sciences,M.D. Forensic Medicine,3BG,130940.0,,,,,68400,Non-Inservice,KEA
Kodagu Institute of Medical Sciences,M.D. Forensic Medicine,GM,62936.0,,185358.0,,,68400,Non-Inservice,KEA
Kodagu Institute of Medical Sciences,M.D. General Medicine,2AG,2909.0,6457.0,6457.0,,,123400,Non-Inservice,KEA
Kodagu Institute of Medical Sciences,M.D. Microbiology,2BG,74843.0,,,,,68400,Non-Inservice,KEA
Kodagu Institute of Medical Sciences,M.D. Microbiology,GM,60678.0,,,,,68400,Non-Inservice,KEA
Kodagu Institute of Medical Sciences,M.D. Paediatrics,S1G,23255.0,34308.0,34308.0,,,123400,Non-Inservice,KEA
Kodagu Institute of Medical Sciences,M.D. Pathology,GM,29487.0,50217.0,67931.0,,,68400,Non-Inservice,KEA
Kodagu Institute of Medical Sciences,M.D. Pathology,GMH,,111782.0,121139.0,,,68400,Non-Inservice,KEA
Kodagu Institute of Medical Sciences,M.D. Pharmacology,GM,,,173388.0,,,68400,Non-Inservice,KEA
Kodagu Institute of Medical Sciences,M.D. Psychiatry,2AG,18041.0,41684.0,41684.0,,,123400,Non-Inservice,KEA
Kodagu Institute of Medical Sciences,M.D. Psychiatry,GM,13956.0,28418.0,28418.0,,,123400,Non-Inservice,KEA
Kodagu Institute of Medical Sciences,M.S. ENT,2BG,19988.0,35964.0,35964.0,,,123400,Non-Inservice,KEA
Kodagu Institute of Medical Sciences,M.S. General Surgery,2AG,7720.0,15410.0,18517.0,,,123400,Non-Inservice,KEA
Kodagu Institute of Medical Sciences,M.S. General Surgery,GMH,,18500.0,,,,123400,Non-Inservice,KEA
Kodagu Institute of Medical Sciences,M.S. Obstetrics and Gynecology,GM,4410.0,11741.0,11741.0,,,123400,Non-Inservice,KEA
Kodagu Institute of Medical Sciences,M.S. Obstetrics and Gynecology,S1G,28344.0,,,,,123400,Non-Inservice,KEA
Kodagu Institute of Medical Sciences,M.S. Opthalamology,S3H,48185.0,54111.0,54111.0,,,123400,Non-Inservice,KEA
Kodagu Institute of Medical Sciences,M.S. Orthopedics,3AG,9706.0,26804.0,23767.0,,,123400,Non-Inservice,KEA
Kodagu Institute of Medical Sciences,M.S. Orthopedics,GM,8171.0,20312.0,20312.0,,,123400,Non-Inservice,KEA
Koppal Institute of Medical Sciences Koppal,M.D. Anaesthesia,GMH,15147.0,28240.0,35471.0,,,123400,Non-Inservice,KEA
Koppal Institute of Medical Sciences Koppal,M.D. Anaesthesia,S1H,44978.0,59414.0,59414.0,,,123400,Non-Inservice,KEA
Koppal Institute of Medical Sciences Koppal,M.D. Anatomy,GM,,,187701.0,,,40900,Non-Inservice,KEA
Koppal Institute of Medical Sciences Koppal,M.D. Dermatology,GMH,3236.0,4863.0,4863.0,,,123400,Non-Inservice,KEA
Koppal Institute of Medical Sciences Koppal,M.D. Forensic Medicine,GM,60177.0,,,,,68400,Non-Inservice,KEA
Koppal Institute of Medical Sciences Koppal,M.D. General Medicine,2BG,2376.0,5161.0,5161.0,,,123400,Non-Inservice,KEA
Koppal Institute of Medical Sciences Koppal,M.D. General Medicine,3AH,3830.0,9145.0,9145.0,,,123400,Non-Inservice,KEA
Koppal Institute of Medical Sciences Koppal,M.D. General Medicine,GMH,1555.0,3830.0,3830.0,,,123400,Non-Inservice,KEA
Koppal Institute of Medical Sciences Koppal,M.D. Microbiology,GM,69062.0,,,,,68400,Non-Inservice,KEA
Koppal Institute of Medical Sciences Koppal,M.D. Paediatrics,GMH,3888.0,10653.0,10820.0,,,123400,Non-Inservice,KEA
Koppal Institute of Medical Sciences Koppal,M.D. Paediatrics,S1H,23812.0,44978.0,44978.0,,,123400,Non-Inservice,KEA
Koppal Institute of Medical Sciences Koppal,M.D. Paediatrics,S2G,22651.0,27545.0,36822.0,,,123400,Non-Inservice,KEA
Koppal Institute of Medical Sciences Koppal,M.D. Pathology,2AG,,118084.0,118084.0,,,68400,Non-Inservice,KEA
Koppal Institute of Medical Sciences Koppal,M.D. Pathology,GMH,38872.0,100097.0,79466.0,,,68400,Non-Inservice,KEA
Koppal Institute of Medical Sciences Koppal,M.D. Pharmacology,2AH,105746.0,,,,,68400,Non-Inservice,KEA
Koppal Institute of Medical Sciences Koppal,M.D. Pharmacology,GM,,,226282.0,,,68400,Non-Inservice,KEA
Koppal Institute of Medical Sciences Koppal,M.S. ENT,GM,,26429.0,29324.0,,,123400,Non-Inservice,KEA
Koppal Institute of Medical Sciences Koppal,M.S. General Surgery,2AH,15531.0,27832.0,27832.0,,,123400,Non-Inservice,KEA
Koppal Institute of Medical Sciences Koppal,M.S. General Surgery,3BG,6294.0,21641.0,21641.0,,,123400,Non-Inservice,KEA
Koppal Institute of Medical Sciences Koppal,M.S. Obstetrics and Gynecology,2AG,5463.0,10981.0,15067.0,,,123400,Non-Inservice,KEA
Koppal Institute of Medical Sciences Koppal,M.S. Obstetrics and Gynecology,S2G,,32555.0,32555.0,,,123400,Non-Inservice,KEA
Koppal Institute of Medical Sciences Koppal,M.S. Obstetrics and Gynecology,STH,36660.0,54824.0,54824.0,,,123400,Non-Inservice,KEA
Koppal Institute of Medical Sciences Koppal,M.S. Orthopedics,GMH,10653.0,26655.0,26804.0,,,123400,Non-Inservice,KEA
M S Ramaiah Medical College,M.D Emergency Medicine,2AG,18517.0,32507.0,32507.0,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.D Emergency Medicine,GM,12356.0,18517.0,25272.0,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.D Emergency Medicine,GMP,42587.0,77215.0,77215.0,,,3040000,Non-Inservice,KEA
M S Ramaiah Medical College,M.D Emergency Medicine,OPN,,53508.0,53508.0,,,3040000,Non-Inservice,KEA
M S Ramaiah Medical College,M.D Emergency Medicine,S2G,39723.0,53238.0,53238.0,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.D Hospital Administration,1G,124108.0,,,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.D Hospital Administration,GMPH,60918.0,,,,,1540000,Non-Inservice,KEA
M S Ramaiah Medical College,M.D Hospital Administration,OPN,,,126362.0,,,1540000,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Anaesthesia,1G,22072.0,65197.0,65197.0,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Anaesthesia,2AG,18804.0,34408.0,35910.0,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Anaesthesia,2BG,,49316.0,49316.0,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Anaesthesia,GM,15381.0,29419.0,30575.0,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Anaesthesia,GMH,,34123.0,34123.0,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Anaesthesia,GMP,35999.0,80862.0,74791.0,,,2540000,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Anaesthesia,MNG,,86479.0,,,,4540000,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Anaesthesia,NRI,93400.0,,,,,4540000,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Anaesthesia,OPN,32933.0,67709.0,72783.0,,,2540000,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Anaesthesia,S3G,39635.0,50203.0,50203.0,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Anaesthesia,STG,69806.0,,,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Biochemistry,GM,107430.0,,196718.0,,,136015,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Biochemistry,GMP,110891.0,,,,,136015,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Biochemistry,OPN,45365.0,,,,,136015,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Community Medicine,GM,,85593.0,,,,232027,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Community Medicine,GMP,46581.0,89183.0,89183.0,,,232027,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Community Medicine,MNG,,116273.0,116273.0,,,232027,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Dermatology,2AG,6460.0,7720.0,8642.0,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Dermatology,GMPH,33341.0,97582.0,,,,6540000,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Dermatology,MNG,53646.0,104320.0,109418.0,,,12540000,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Dermatology,NRI,76997.0,,,,,12540000,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Dermatology,OPN,20038.0,20038.0,20038.0,,,6540000,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Forensic Medicine,GM,,,206426.0,,,232027,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Forensic Medicine,MNG,,,211154.0,,,232027,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Forensic Medicine,OPN,57977.0,,171576.0,,,232027,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. General Medicine,1G,3144.0,6897.0,,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. General Medicine,2AG,2966.0,3265.0,3265.0,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. General Medicine,GM,677.0,2908.0,2494.0,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. General Medicine,GMP,31735.0,35913.0,,,,5040000,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. General Medicine,MNG,55110.0,94468.0,94468.0,,,10040000,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. General Medicine,NRI,88122.0,132637.0,132637.0,,,10040000,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. General Medicine,OPN,25807.0,28096.0,,,,5040000,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. General Medicine,STG,12371.0,49430.0,49430.0,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Microbiology,2AG,114219.0,,,,,232027,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Microbiology,GM,,,193117.0,,,232027,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Microbiology,GMPH,75385.0,,,,,232027,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Microbiology,MNG,,,212079.0,,,232027,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Microbiology,OPN,,114996.0,,,,232027,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Paediatrics,3BG,5021.0,14452.0,,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Paediatrics,GM,4008.0,10658.0,11165.0,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Paediatrics,GMH,4461.0,11165.0,14267.0,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Paediatrics,GMP,40423.0,57988.0,57988.0,,,5040000,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Paediatrics,MNG,77844.0,116227.0,137613.0,,,8540000,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Paediatrics,NRI,109481.0,,,,,8540000,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Paediatrics,OPN,38377.0,51033.0,51033.0,,,5040000,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Paediatrics,S1G,21904.0,47826.0,47826.0,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Paediatrics,STG,13899.0,69806.0,69806.0,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Pathology,GM,28228.0,43869.0,42806.0,,,232027,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Pathology,GMP,40533.0,51105.0,51105.0,,,440000,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Pathology,MNG,49093.0,84423.0,169254.0,,,1540000,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Pathology,NRI,114614.0,,,,,1540000,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Pathology,OPN,33301.0,,,,,440000,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Pathology,S1G,,113760.0,113760.0,,,232027,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Pathology,S3G,62942.0,,,,,232027,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Pharmacology,3BG,90030.0,,,,,232027,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Pharmacology,GM,39058.0,71240.0,107430.0,,,232027,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Pharmacology,GMP,51339.0,80661.0,117592.0,,,232027,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Pharmacology,OPN,47565.0,,,,,232027,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Physiology,GM,,121084.0,,,,136015,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Physiology,OPN,48521.0,48521.0,48521.0,,,136015,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Psychiatry,2AG,,61247.0,54881.0,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Psychiatry,GMP,44398.0,51757.0,,,,3040000,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Psychiatry,MNG,,88154.0,88154.0,,,5240000,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Psychiatry,STG,88709.0,104510.0,198173.0,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Radio Diagnosis,3BG,992.0,3780.0,4050.0,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Radio Diagnosis,GM,845.0,2358.0,2358.0,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Radio Diagnosis,GMP,26100.0,40658.0,40658.0,,,5540000,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Radio Diagnosis,MNG,69297.0,99335.0,70062.0,,,11540000,Non-Inservice,KEA
