college,course,category,Round 1,Round 2,Round 3,Stray Vacancy
Pt. Jawahar Lal Nehru Memorial Medical College,M.S. (ENT),ST,,,89463.0,
Raichur Institute Of,M.S. (ENT),OBC,,71179.0,,
Raichur Institute Of,M.S. (ENT),Open,,69799.0,,
Raichur Institute Of,M.S. (ENT),SC,,39350.0,,
Raichur Institute Of Medical Sciences,M.S. (ENT),OBC,,,30874.0,
Raichur Institute Of Medical Sciences,M.S. (ENT),Open,,,71123.0,
Raichur Institute Of Medical Sciences,M.S. (ENT),SC,,,51124.0,58059.0
Rajiv Gandhi Institute Of,M.S. (ENT),Open,,53146.0,,
Rajiv Gandhi Institute Of,M.S. (ENT),SC,,80750.0,,
Rajiv Gandhi Institute Of Medical,M.S. (ENT),Open,,,70696.0,
Rajiv Gandhi Institute Of Medical,M.S. (ENT),SC,,,84106.0,
Rajiv Gandhi Medical,M.S. (ENT),OBC,,51371.0,,
Rajiv Gandhi Medical,M.S. (ENT),Open,,12659.0,,
Rajiv Gandhi Medical,M.S. (ENT),SC,,76727.0,,
Rajiv Gandhi Medical College Kalwa,M.S. (ENT),OBC,,,64787.0,
Ruhs College Of Medical,M.S. (ENT),OBC,,16264.0,,
Ruhs College Of Medical,M.S. (ENT),ST,,122017.0,,
Rajarshee Chhatrapati Shahu,M.S. (ENT),OBC,,50754.0,,
Rajarshee Chhatrapati Shahu,M.S. (ENT),Open,,15924.0,,
Rajarshee Chhatrapati Shahu,M.S. (ENT),SC,,86698.0,,
Rajarshee Chhatrapati Shahu Maharaj Government Medical,M.S. (ENT),OBC,,,24949.0,
Rajarshee Chhatrapati Shahu Maharaj Government Medical,M.S. (ENT),SC,,,89193.0,
Rajendra Institute Of Medical,M.S. (ENT),OBC,,56160.0,,
Rajendra Institute Of Medical,M.S. (ENT),Open,,15735.0,,
Rajendra Institute Of Medical Sciences,M.S. (ENT),EWS,,,105808.0,
Rajendra Institute Of Medical Sciences,M.S. (ENT),SC,,,96458.0,
Rajiv Gandhi Institute Of,M.S. (ENT),EWS,,73147.0,,
Rajiv Gandhi Institute Of,M.S. (ENT),OBC,,22816.0,,
Rajiv Gandhi Institute Of,M.S. (ENT),SC,,33201.0,,
Rajiv Gandhi Institute Of Medical Sciences,M.S. (ENT),EWS,,,89431.0,
Rajiv Gandhi Institute Of Medical Sciences,M.S. (ENT),SC,,,45002.0,
Rajkiya Medical College,M.S. (ENT),OBC,,79588.0,88475.0,
Rajkiya Medical College,M.S. (ENT),SC,,88767.0,100349.0,
Rajmata Shrimati Devendra,M.S. (ENT),OBC,,23130.0,,
Rajmata Shrimati Devendra,M.S. (ENT),SC,,114739.0,,
Rajmata Shrimati Devendra Kumari Singhdeo Government,M.S. (ENT),OBC,,,32116.0,
Rajmata Shrimati Devendra Kumari Singhdeo Government,M.S. (ENT),Open,,,25612.0,
Rajmata Shrimati Devendra Kumari Singhdeo Government,M.S. (ENT),SC,,,130492.0,
Rangaraya Medical,M.S. (ENT),Open,,68999.0,,
Rangaraya Medical College,M.S. (ENT),EWS,,22880.0,,
Rangaraya Medical College,M.S. (ENT),OBC,,60686.0,70554.0,
Rangaraya Medical College,M.S. (ENT),Open,,57727.0,57600.0,
Rangaraya Medical College,M.S. (ENT),ST,,70812.0,,
Rani Durgavati Medical College,M.S. (ENT),OBC,,70144.0,72804.0,
Rani Durgavati Medical College,M.S. (ENT),Open,,42514.0,68025.0,
Ravindra Nath Tagore Medical,M.S. (ENT),EWS,,17146.0,,
Ravindra Nath Tagore Medical,M.S. (ENT),OBC,,30841.0,,
Ravindra Nath Tagore Medical,M.S. (ENT),ST,,91787.0,,
Ravindra Nath Tagore Medical College,M.S. (ENT),OBC,,,50164.0,
Ravindra Nath Tagore Medical College,M.S. (ENT),ST,,,100379.0,
Regional Institute Of Medical,M.S. (ENT),EWS,,23444.0,,
Regional Institute Of Medical,M.S. (ENT),Open,,36389.0,,
Regional Institute Of Medical Sciences,M.S. (ENT),OBC,,,62327.0,
Regional Institute Of Medical Sciences,M.S. (ENT),Open,,,46550.0,
Regional Institute Of Medical Sciences,M.S. (ENT),ST,,,80585.0,
S.V. Medical College,M.S. (ENT),OBC,,20037.0,215349.0,
S.V. Medical College,M.S. (ENT),Open,,40962.0,,
S.V. Medical College,M.S. (ENT),SC,,71424.0,,
S.V. Medical College,M.S. (ENT),ST,,70026.0,76061.0,
Shimoga Institute Of,M.S. (ENT),OBC,,23821.0,,
Shimoga Institute Of,M.S. (ENT),Open,,17579.0,,
Shimoga Institute Of,M.S. (ENT),SC,,75849.0,,
Shimoga Institute Of,M.S. (ENT),ST,,118841.0,,
Shimoga Institute Of Medical,M.S. (ENT),OBC,,,29916.0,
Shimoga Institute Of Medical,M.S. (ENT),Open,,,25366.0,
Shimoga Institute Of Medical,M.S. (ENT),ST,,,183316.0,
Shyam Shah Medical,M.S. (ENT),Open,,60901.0,22573.0,
Shyam Shah Medical,M.S. (ENT),SC,,102230.0,135548.0,
Swami Ramanand,M.S. (ENT),Open,,17333.0,,
Swami Ramanand Teerth,M.S. (ENT),EWS,,18866.0,,
Swami Ramanand Teerth,M.S. (ENT),OBC,,64221.0,,
Swami Ramanand Teerth,M.S. (ENT),Open,,63787.0,,
Swami Ramanand Teerth Rural Government,M.S. (ENT),OBC,,,71866.0,
Swami Ramanand Teerth Rural Government,M.S. (ENT),Open,,,67812.0,
Sardar  Patel Medical College,M.S. (ENT),SC,,33345.0,,
Sardar Patel Medical College,M.S. (ENT),EWS,,20197.0,,
Sardar Patel Medical College,M.S. (ENT),OBC,,15319.0,17194.0,
Sardar Patel Medical College,M.S. (ENT),SC,,61382.0,83476.0,
Sardar Patel Medical College,M.S. (ENT),ST,,131971.0,,
Sawai   Man   Singh Medical,M.S. (ENT),OBC,,11406.0,,
Sawai Man Singh Medical,M.S. (ENT),EWS,,12335.0,,
Sawai Man Singh Medical,M.S. (ENT),OBC,,41785.0,,
Sawai Man Singh Medical,M.S. (ENT),Open,,34202.0,,
Sawai Man Singh Medical,M.S. (ENT),SC,,53137.0,,
Sawai Man Singh Medical,M.S. (ENT),ST,,79132.0,,
Seth Gordhandas Sunderdas,M.S. (ENT),OBC,,40005.0,,
Seth Gordhandas Sunderdas,M.S. (ENT),Open,,32598.0,,
Seth Gordhandas Sunderdas,M.S. (ENT),SC,,45759.0,,
Shaheed Hasan Khan Mewati,M.S. (ENT),OBC,,64678.0,,
Shaheed Hasan Khan Mewati,M.S. (ENT),Open,,48540.0,,
Shaikh-Ul-Hind Maulana,M.S. (ENT),Open,,45663.0,,
Sher-I-Kashmir Institute Of,M.S. (ENT),OBC,,59273.0,,
Sher-I-Kashmir Institute Of,M.S. (ENT),ST,,132898.0,,
Shri Atal Bihari Vajpayee,M.S. (ENT),OBC,,48934.0,,
Shri Atal Bihari Vajpayee,M.S. (ENT),ST,,110588.0,,
Shri Atal Bihari Vajpayee Medical College & Research,M.S. (ENT),OBC,,,54668.0,
Shri Atal Bihari Vajpayee Medical College & Research,M.S. (ENT),ST,,,118841.0,
Shri Lal Bahadur Shastri,M.S. (ENT),EWS,,28972.0,,
Shri Vasantrao Naik Govt,M.S. (ENT),Open,,63351.0,,
Shri Vasantrao Naik Govt,M.S. (ENT),SC,,79914.0,,
Shri Vasantrao Naik Govt Medical College Yavatmal,M.S. (ENT),Open,,,21238.0,
Shri Vasantrao Naik Govt Medical College Yavatmal,M.S. (ENT),SC,,,114236.0,
Siddhartha Medical,M.S. (ENT),Open,,16675.0,,
Sir Ganga Ram Hospital,M.S. (ENT),Open,,42288.0,,
Sri Bhausaheb Hire,M.S. (ENT),Open,,19350.0,,
Sri Venkateswara Institute Of,M.S. (ENT),OBC,,18527.0,,
Sri Venkateswara Institute Of Medical Sciences (Svims),M.S. (ENT),OBC,,,54276.0,
Srirama Chandra Bhanja,M.S. (ENT),OBC,,17417.0,,
Srirama Chandra Bhanja,M.S. (ENT),Open,,8121.0,,
Srirama Chandra Bhanja,M.S. (ENT),ST,,62014.0,,
Thanjavur Medical,M.S. (ENT),OBC,,17046.0,,
Thanjavur Medical,M.S. (ENT),SC,,34196.0,,
Topiwala National,M.S. (ENT),OBC,,48237.0,,
Topiwala National,M.S. (ENT),ST,,77078.0,,
Tezpur Medical College,M.S. (ENT),Open,,39581.0,,
Tomo Riba Institute Of Health And Medical,M.S. (ENT),Open,,,95981.0,
Tomo Riba Institute Of Health And Medical Sciences,M.S. (ENT),Open,,,,119391.0
University College Of Medical,M.S. (ENT),EWS,,26379.0,,
University College Of Medical,M.S. (ENT),OBC,,33673.0,,
University College Of Medical,M.S. (ENT),ST,,36259.0,,
University College Of Medical Sciences,M.S. (ENT),ST,,,13279.0,
Uttar Pradesh University Of,M.S. (ENT),OBC,,53955.0,,
Uttar Pradesh University Of,M.S. (ENT),Open,,37506.0,,
Uttar Pradesh University Of Medical Sciences,M.S. (ENT),OBC,,,71117.0,
Uttar Pradesh University Of Medical Sciences,M.S. (ENT),SC,,,95033.0,
Vijanagara Institute Of,M.S. (ENT),EWS,,27922.0,,
Vijanagara Institute Of,M.S. (ENT),Open,,17816.0,,
Vijanagara Institute Of Medical Sciences,M.S. (ENT),EWS,,,35130.0,
Vijanagara Institute Of Medical Sciences,M.S. (ENT),OBC,,,29900.0,
Vijanagara Institute Of Medical Sciences,M.S. (ENT),Open,,,21556.0,
Vijanagara Institute Of Medical Sciences,M.S. (ENT),ST,,,171939.0,
Vss Institute Of Medical,M.S. (ENT),OBC,,19049.0,,
Vss Institute Of Medical,M.S. (ENT),Open,,48904.0,,
Vss Institute Of Medical,M.S. (ENT),SC,,83802.0,,
Vss Institute Of Medical Sciences And,M.S. (ENT),OBC,,,20442.0,
Vss Institute Of Medical Sciences And,M.S. (ENT),Open,,,54706.0,
Vardhman Mahavir,M.S. (ENT),Open,,10520.0,,
Vardhman Mahavir Medical,M.S. (ENT),Open,,63145.0,,
Vardhman Mahavir Medical College,M.S. (ENT),OBC,,,7848.0,
Veer Chandra Singh Garhwali,M.S. (ENT),Open,,60409.0,,
Veer Chandra Singh Garhwali Govt. Institute Of Medical,M.S. (ENT),Open,,,76963.0,
Calcutta National Medical College,M.S. (GENERAL COLLEGE SURGERY),OBC,12753.0,,,
Mandya Institute Of Medical Sciences,M.S. (GENERAL SCIENCES SURGERY),Open,4395.0,,,
Maulana Azad Medical College,M.S. (GENERAL SURGERY),EWS,509.0,,,
Lady Hardinge Medical College,M.S. (GENERAL SURGERY),Open,732.0,989.0,,
Government Medical College Kozhikode,M.S. (GENERAL SURGERY),Open,1035.0,,138609.0,
Maulana Azad Medical College,M.S. (GENERAL SURGERY),SC,1214.0,,,
Institute Of Medical Sciences,M.S. (GENERAL SURGERY),Open,1221.0,,,
Lokmanya Tilak Medical College Mumbai,M.S. (GENERAL SURGERY),Open,1257.0,,,
Maulana Azad Medical College,M.S. (GENERAL SURGERY),OBC,1267.0,,,
Seth Gordhandas Sunderdas Medical College,M.S. (GENERAL SURGERY),Open,1328.0,,,
Lady Hardinge Medical College,M.S. (GENERAL SURGERY),OBC,1480.0,,,
Lady Hardinge Medical College,M.S. (GENERAL SURGERY),EWS,1687.0,,,
Topiwala National Medical College,M.S. (GENERAL SURGERY),Open,1777.0,,2672.0,
B. J. Medical College,M.S. (GENERAL SURGERY),Open,1830.0,,,
Esic Medical College,M.S. (GENERAL SURGERY),Open,1988.0,5081.0,5400.0,
Stanley Medical College,M.S. (GENERAL SURGERY),Open,2082.0,,,
Govt Medical College Kottayam,M.S. (GENERAL SURGERY),Open,2138.0,,5088.0,
Govt. Medical College And Hospital,M.S. (GENERAL SURGERY),Open,2191.0,,,
Hinduhridayasamrat Balasaheb Thackeray Medical College And Dr. R. N. Cooper,M.S. (GENERAL SURGERY),Open,2210.0,,,
Osmania Medical Collge,M.S. (GENERAL SURGERY),Open,2395.0,,183027.0,157714.0
Gandhi Medical College,M.S. (GENERAL SURGERY),Open,2436.0,2882.0,3041.0,
Sawai Man Singh Medical College,M.S. (GENERAL SURGERY),Open,2450.0,,4883.0,
Institute Of Medical Sciences,M.S. (GENERAL SURGERY),EWS,2507.0,,,
Topiwala National Medical College,M.S. (GENERAL SURGERY),EWS,2535.0,,,
Seth Gordhandas Sunderdas Medical College,M.S. (GENERAL SURGERY),EWS,2556.0,,,
Bangalore Medical College And Research Institute,M.S. (GENERAL SURGERY),Open,2574.0,,,
Gandhi Medical College,M.S. (GENERAL SURGERY),EWS,2747.0,,,
Stanley Medical College,M.S. (GENERAL SURGERY),EWS,2779.0,,,
B. J. Medical College,M.S. (GENERAL SURGERY),EWS,2791.0,4489.0,5119.0,
Pandit Bhagwat Dayal Sharma Post Graduate Institute Of Medical Sciences,M.S. (GENERAL SURGERY),Open,2858.0,,,
Madras Medical College,M.S. (GENERAL SURGERY),Open,2883.0,3545.0,,
King Georges Medical University,M.S. (GENERAL SURGERY),Open,2918.0,,,
Lokmanya Tilak Medical College Mumbai,M.S. (GENERAL SURGERY),OBC,2919.0,,,
Esic Medical College,M.S. (GENERAL SURGERY),Open,3031.0,,10611.0,15728.0
Esic Medical College & Hospital,M.S. (GENERAL SURGERY),Open,3051.0,,,
Ipgme&R And Sskm Hospital Kolkata,M.S. (GENERAL SURGERY),Open,3061.0,,,
Government Medical College Hospital,M.S. (GENERAL SURGERY),Open,3072.0,,,
Indira Gandhi Govt.Medical College Nagpur,M.S. (GENERAL SURGERY),Open,3076.0,,,
Pimpri Chichwad Municipal Corporation Postgraduate Institute Y.C.M.Hospital,M.S. (GENERAL SURGERY),Open,3083.0,,,
Seth Gordhandas Sunderdas Medical College,M.S. (GENERAL SURGERY),OBC,3099.0,,,
Government Medical College Kozhikode,M.S. (GENERAL SURGERY),OBC,3101.0,,,
Dr Ram Manohar Lohia Institute Of Medical Sciences,M.S. (GENERAL SURGERY),Open,3231.0,,5814.0,
Andhra Medical College,M.S. (GENERAL SURGERY),Open,3269.0,4007.0,4685.0,
Madurai Medical College,M.S. (GENERAL SURGERY),Open,3278.0,,,
Institute Of Medical Sciences,M.S. (GENERAL SURGERY),OBC,3422.0,,,
Mysore Medical College And Research Institute,M.S. (GENERAL SURGERY),Open,3439.0,,,
Govt Medical College Kottayam,M.S. (GENERAL SURGERY),OBC,3483.0,,5158.0,
Mysore Medical College And Research Institute,M.S. (GENERAL SURGERY),OBC,3575.0,,,
Stanley Medical College,M.S. (GENERAL SURGERY),OBC,3591.0,,6921.0,
Goa Medical College,M.S. (GENERAL SURGERY),Open,3628.0,5546.0,,
Post Graduate Institute Of Medical Sciences (Pgims),M.S. (GENERAL SURGERY),Open,3670.0,,,
Topiwala National Medical College,M.S. (GENERAL SURGERY),OBC,3696.0,,,
Hinduhridayasamrat Balasaheb Thackeray Medical College And Dr. R. N. Cooper,M.S. (GENERAL SURGERY),EWS,3783.0,,,
Osmania Medical Collge,M.S. (GENERAL SURGERY),EWS,3788.0,4080.0,,
Gandhi Medical College,M.S. (GENERAL SURGERY),OBC,3926.0,6086.0,,
Government Thiruvannamalai Medical College,M.S. (GENERAL SURGERY),Open,3928.0,,13887.0,16937.0
Hinduhridayasamrat Balasaheb Thackeray Medical College And Dr. R. N. Cooper,M.S. (GENERAL SURGERY),OBC,3954.0,,,
Government Medical College - Kannur,M.S. (GENERAL SURGERY),Open,3980.0,,,
Sawai Man Singh Medical College,M.S. (GENERAL SURGERY),EWS,4100.0,,,
Nil Ratan Sircar Medical College,M.S. (GENERAL SURGERY),Open,4157.0,,,
Rajarshee Chhatrapati Shahu Maharaj Government Medical College,M.S. (GENERAL SURGERY),Open,4161.0,,,
Sir Ganga Ram Hospital,M.S. (GENERAL SURGERY),Open,4196.0,,,
Pgimer,M.S. (GENERAL SURGERY),Open,4214.0,420.0,,
King Georges Medical University,M.S. (GENERAL SURGERY),EWS,4247.0,,,
Ganesh Shankar Vidyarthi Memorial Medical College,M.S. (GENERAL SURGERY),Open,4298.0,,,
Acsr Government Medical College,M.S. (GENERAL SURGERY),Open,4302.0,,,
Dr Ram Manohar Lohia Institute Of Medical Sciences,M.S. (GENERAL SURGERY),OBC,4312.0,,,
Srirama Chandra Bhanja Medical College,M.S. (GENERAL SURGERY),Open,4358.0,,,
Employees State Insurance Corporation Medical College And,M.S. (GENERAL SURGERY),Open,4404.0,,,
Dr. Sampurnanand Medical College (Snmc),M.S. (GENERAL SURGERY),Open,4449.0,,,
Madras Medical College,M.S. (GENERAL SURGERY),OBC,4494.0,5419.0,7102.0,
Esic Medical College And Pgimsr,M.S. (GENERAL SURGERY),Open,4511.0,,7397.0,5527.0
Govt. Medical College And Hospital,M.S. (GENERAL SURGERY),OBC,4696.0,,,
Lady Hardinge Medical College,M.S. (GENERAL SURGERY),SC,4699.0,,,
Maharaja Krushna Chandra Gajapati Medical College,M.S. (GENERAL SURGERY),Open,4807.0,,8825.0,
Coimbatore Medical College,M.S. (GENERAL SURGERY),Open,4855.0,,8820.0,
King Georges Medical University,M.S. (GENERAL SURGERY),OBC,4910.0,,9109.0,
Netaji Subhash Chandra Bose Medical College,M.S. (GENERAL SURGERY),Open,4960.0,,,
Kakatiya Medical College,M.S. (GENERAL SURGERY),Open,5081.0,6464.0,5879.0,
Sher-I-Kashmir Institute Of Medical Sciences,M.S. (GENERAL SURGERY),Open,5105.0,,7142.0,13994.0
Ipgme&R And Sskm Hospital Kolkata,M.S. (GENERAL SURGERY),SC,5141.0,,,
Osmania Medical Collge,M.S. (GENERAL SURGERY),OBC,5198.0,5840.0,8204.0,
Esic Medical College And Pgimsr,M.S. (GENERAL SURGERY),OBC,5203.0,,8151.0,
Sawai Man Singh Medical College,M.S. (GENERAL SURGERY),OBC,5249.0,,8774.0,
M. P. Shah Government Medical College,M.S. (GENERAL SURGERY),Open,5321.0,,9719.0,14071.0
R G Kar Medical College,M.S. (GENERAL SURGERY),Open,5330.0,3976.0,6630.0,
Government Kilpauk Medical College,M.S. (GENERAL SURGERY),Open,5357.0,,,
Govt. Medical College,M.S. (GENERAL SURGERY),Open,5377.0,10295.0,12660.0,12649.0
Madurai Medical College,M.S. (GENERAL SURGERY),OBC,5379.0,,6769.0,
Jawahar Lal Nehru Medical College,M.S. (GENERAL SURGERY),Open,5388.0,,12547.0,
Mysore Medical College And Research Institute,M.S. (GENERAL SURGERY),EWS,5417.0,,,
Andhra Medical College,M.S. (GENERAL SURGERY),OBC,5458.0,6326.0,189773.0,
Calcutta National Medical College,M.S. (GENERAL SURGERY),Open,5475.0,,,
Hassan Institute Of Medical Sciences,M.S. (GENERAL SURGERY),Open,5504.0,,12665.0,
Gandhi Medical College,M.S. (GENERAL SURGERY),Open,5533.0,6492.0,,
Andhra Medical College,M.S. (GENERAL SURGERY),EWS,5535.0,,,
Vss Institute Of Medical Sciences And Research,M.S. (GENERAL SURGERY),Open,5677.0,,,
Government Kilpauk Medical College,M.S. (GENERAL SURGERY),OBC,5785.0,,191277.0,
Employees' State Insurance Corporation Medical College & Hospital,M.S. (GENERAL SURGERY),Open,5812.0,,,
Madurai Medical College,M.S. (GENERAL SURGERY),SC,5886.0,,20664.0,
Ganesh Shankar Vidyarthi Memorial Medical College,M.S. (GENERAL SURGERY),EWS,5887.0,,,
Guru Gobind Singh Medical College,M.S. (GENERAL SURGERY),Open,5889.0,,12487.0,
Chengalpattu Medical College,M.S. (GENERAL SURGERY),Open,5909.0,,,
Mahatma Gandhi Institute Of Medical Sciences,M.S. (GENERAL SURGERY),Open,5911.0,,202913.0,179339.0
Bangalore Medical College And Research Institute,M.S. (GENERAL SURGERY),OBC,5915.0,,,
Siddhartha Medical College,M.S. (GENERAL SURGERY),Open,5920.0,9069.0,9355.0,
Mandya Institute Of Medical Sciences,M.S. (GENERAL SURGERY),OBC,5933.0,,,
Government Medical College Patiala.,M.S. (GENERAL SURGERY),Open,5985.0,,,
Patna Medical College,M.S. (GENERAL SURGERY),Open,6008.0,3971.0,,
Esi-Post Graduate Institute Of Medical Sciences And Research,M.S. (GENERAL SURGERY),EWS,6021.0,,,
Guntur Medical College,M.S. (GENERAL SURGERY),Open,6134.0,6591.0,6863.0,
Burdwan Medical College,M.S. (GENERAL SURGERY),Open,6135.0,6683.0,8012.0,
Gajra Raja Medical College Gwalior,M.S. (GENERAL SURGERY),Open,6149.0,,8897.0,
Maharashtra Post Graduate Institute Of Medical Education And Research,M.S. (GENERAL SURGERY),Open,6183.0,,,
B.J.Government Medical College,M.S. (GENERAL SURGERY),OBC,6230.0,,7285.0,
M. P. Shah Government Medical College,M.S. (GENERAL SURGERY),EWS,6255.0,,11902.0,
Government Medical College Kozhikode,M.S. (GENERAL SURGERY),SC,6266.0,,,
Government Thoothukudi Medical College,M.S. (GENERAL SURGERY),Open,6312.0,,10885.0,
Employees State Insurance Corporation Medical College And,M.S. (GENERAL SURGERY),EWS,6330.0,,,
Government Medical College Kota,M.S. (GENERAL SURGERY),Open,6348.0,,,
Kurnool Medical College,M.S. (GENERAL SURGERY),Open,6361.0,,8198.0,
Shimoga Institute Of Medical Sciences,M.S. (GENERAL SURGERY),Open,6370.0,,,
Maulana Azad Medical College,M.S. (GENERAL SURGERY),ST,6394.0,,,
Dr. Shankarrao Chavan Government Medical College,M.S. (GENERAL SURGERY),Open,6401.0,,,
Govt. Doon Medical College,M.S. (GENERAL SURGERY),Open,6420.0,,,
Thanjavur Medical College,M.S. (GENERAL SURGERY),Open,6434.0,,9427.0,
Shimoga Institute Of Medical Sciences,M.S. (GENERAL SURGERY),OBC,6442.0,,,
Dr. Sampurnanand Medical College (Snmc),M.S. (GENERAL SURGERY),OBC,6448.0,,,
Indira Gandhi Govt.Medical College Nagpur,M.S. (GENERAL SURGERY),EWS,6486.0,,,
Tirunelveli Medical College,M.S. (GENERAL SURGERY),Open,6600.0,7976.0,,
Sri Bhausaheb Hire Government Medical College,M.S. (GENERAL SURGERY),Open,6642.0,,,
Dr. Sampurnanand Medical College (Snmc),M.S. (GENERAL SURGERY),EWS,6658.0,,13091.0,
Siddhartha Medical College,M.S. (GENERAL SURGERY),EWS,6665.0,,,
Pimpri Chichwad Municipal Corporation Postgraduate Institute Y.C.M.Hospital,M.S. (GENERAL SURGERY),OBC,6680.0,,,
Coimbatore Medical College,M.S. (GENERAL SURGERY),OBC,6686.0,,10393.0,
Sarojini Naidu Medical College,M.S. (GENERAL SURGERY),Open,6687.0,9237.0,,
Govt Medical College Kottayam,M.S. (GENERAL SURGERY),EWS,6705.0,,,
Govt. Medical College,M.S. (GENERAL SURGERY),EWS,6709.0,17946.0,18976.0,21588.0
Pandit Bhagwat Dayal Sharma Post Graduate Institute Of Medical Sciences,M.S. (GENERAL SURGERY),OBC,6750.0,,,
Karwar Institute Of Medical Sciences,M.S. (GENERAL SURGERY),Open,6752.0,,,
Employees State Insurance Corporation Medical College And,M.S. (GENERAL SURGERY),OBC,6753.0,,,
Thanjavur Medical College,M.S. (GENERAL SURGERY),OBC,6769.0,,10362.0,
Nalanda Medical College,M.S. (GENERAL SURGERY),Open,6780.0,,7576.0,
Government Medical College Hospital,M.S. (GENERAL SURGERY),OBC,6843.0,,,
Govt. Medical College,M.S. (GENERAL SURGERY),Open,6909.0,8349.0,4627.0,
Bangalore Medical College And Research Institute,M.S. (GENERAL SURGERY),EWS,6953.0,,,
Government Institute Of Medical Sciences,M.S. (GENERAL SURGERY),Open,6962.0,,,
Rajiv Gandhi Institute Of Medical Sciences,M.S. (GENERAL SURGERY),Open,7058.0,,,18418.0
Jhalawar Medical College,M.S. (GENERAL SURGERY),Open,7118.0,,12877.0,
Esic Medical College & Hospital,M.S. (GENERAL SURGERY),OBC,7146.0,,,
K.A.P.Viswanatham Government Medical College,M.S. (GENERAL SURGERY),Open,7167.0,,9424.0,
Southern Railway Head Quarter Hospital,M.S. (GENERAL SURGERY),Open,7172.0,,,
Bidar Institute Of Medical Sciences,M.S. (GENERAL SURGERY),Open,7249.0,,15401.0,19020.0
Government Dharmapuri Medical College,M.S. (GENERAL SURGERY),Open,7265.0,,13012.0,
Mahatma Gandhi Memorial Medical College,M.S. (GENERAL SURGERY),EWS,7269.0,,,
Goa Medical College,M.S. (GENERAL SURGERY),OBC,7273.0,9721.0,11815.0,
Hassan Institute Of Medical Sciences,M.S. (GENERAL SURGERY),EWS,7343.0,,,
Government Mohan Kumaramangalam Medical College,M.S. (GENERAL SURGERY),Open,7394.0,,11795.0,
Government Villupuram Medical College,M.S. (GENERAL SURGERY),Open,7407.0,,,
B. J. Medical College,M.S. (GENERAL SURGERY),OBC,7448.0,8168.0,8257.0,
Kakatiya Medical College,M.S. (GENERAL SURGERY),OBC,7453.0,6989.0,10178.0,
Patna Medical College,M.S. (GENERAL SURGERY),OBC,7485.0,,139174.0,
Government Villupuram Medical College,M.S. (GENERAL SURGERY),OBC,7523.0,,,
Swami Ramanand Teerth Rural Government Medical College,M.S. (GENERAL SURGERY),Open,7533.0,,,
Stanley Medical College,M.S. (GENERAL SURGERY),SC,7563.0,,,
Maharani Laxmi Bai Medical College Jhansi,M.S. (GENERAL SURGERY),Open,7585.0,,,13395.0
Employees' State Insurance Corporation Medical College & Hospital,M.S. (GENERAL SURGERY),OBC,7621.0,,,
Chengalpattu Medical College,M.S. (GENERAL SURGERY),OBC,7672.0,,,
Indira Gandhi Govt.Medical College Nagpur,M.S. (GENERAL SURGERY),OBC,7710.0,,,
Hassan Institute Of Medical Sciences,M.S. (GENERAL SURGERY),OBC,7720.0,,,
Government Medical College Chandrapur,M.S. (GENERAL SURGERY),Open,7802.0,,14492.0,
Kurnool Medical College,M.S. (GENERAL SURGERY),OBC,7848.0,,10832.0,
Mahatma Gandhi Memorial Medical College,M.S. (GENERAL SURGERY),OBC,7885.0,,13379.0,
Government Mohan Kumaramangalam Medical College,M.S. (GENERAL SURGERY),OBC,7892.0,,,
K.A.P.Viswanatham Government Medical College,M.S. (GENERAL SURGERY),OBC,7948.0,,12527.0,
Srirama Chandra Bhanja Medical College,M.S. (GENERAL SURGERY),OBC,7998.0,,11879.0,
Government Vellore Medical College,M.S. (GENERAL SURGERY),Open,8004.0,,,
Government Vellore Medical College,M.S. (GENERAL SURGERY),OBC,8107.0,,,16742.0
Kanyakumari Government Medical College,M.S. (GENERAL SURGERY),Open,8119.0,,,
Vijanagara Institute Of Medical Sciences Ballari,M.S. (GENERAL SURGERY),OBC,8204.0,,,
Kalpana Chawla Govt Medical College,M.S. (GENERAL SURGERY),Open,8339.0,,,
Guntur Medical College,M.S. (GENERAL SURGERY),OBC,8341.0,10685.0,10853.0,13021.0
Institute Of Medical Sciences,M.S. (GENERAL SURGERY),SC,8347.0,,,
Darbhanga Medical College,M.S. (GENERAL SURGERY),Open,8354.0,,,
Mahatma Gandhi Institute Of Medical Sciences,M.S. (GENERAL SURGERY),OBC,8367.0,,,
Nalanda Medical College,M.S. (GENERAL SURGERY),OBC,8415.0,,,
Pgimer,M.S. (GENERAL SURGERY),EWS,8426.0,2955.0,,
Kanyakumari Government Medical College,M.S. (GENERAL SURGERY),OBC,8439.0,,,
Rajarshee Chhatrapati Shahu Maharaj Government Medical College,M.S. (GENERAL SURGERY),EWS,8448.0,,,
Esic Medical College & Hospital,M.S. (GENERAL SURGERY),SC,8498.0,,,
Guntur Medical College,M.S. (GENERAL SURGERY),EWS,8520.0,,,
Sri Bhausaheb Hire Government Medical College,M.S. (GENERAL SURGERY),OBC,8529.0,,13998.0,
Government Erode Medical College- Formerly Irt-Perundurai Medical,M.S. (GENERAL SURGERY),Open,8530.0,,,14005.0
Esi-Post Graduate Institute Of Medical Sciences And Research,M.S. (GENERAL SURGERY),Open,8585.0,,,
Murshidabad Medical College And Hospital,M.S. (GENERAL SURGERY),Open,8621.0,,,
Gadag Institute Of Medical Sciences Gadag,M.S. (GENERAL SURGERY),OBC,8638.0,,,20804.0
