college,course,category,Round 1,Round 2,Round 3,Stray Vacancy
Dr. Rajendra Prasad Government Medical College,M.S. (GENERAL SURGERY),Open,8657.0,,,15954.0
Government Medical College Kadapa (Formerly Rajiv Gandhi,M.S. (GENERAL SURGERY),Open,8668.0,,,
Rajiv Gandhi Institute Of Medical Sciences Srikakulam,M.S. (GENERAL SURGERY),Open,8714.0,,,
Rims Medical College,M.S. (GENERAL SURGERY),Open,8750.0,11150.0,12311.0,
Maharashtra Post Graduate Institute Of Medical Education And Research,M.S. (GENERAL SURGERY),OBC,8765.0,,,
Government Thiruvannamalai Medical College,M.S. (GENERAL SURGERY),OBC,8797.0,,13978.0,
Pt. Jawahar Lal Nehru Memorial Medical College,M.S. (GENERAL SURGERY),Open,8848.0,,,
Srirama Chandra Bhanja Medical College,M.S. (GENERAL SURGERY),EWS,8892.0,,,
Government Dharmapuri Medical College,M.S. (GENERAL SURGERY),OBC,8902.0,,13489.0,
Dr. Shankarrao Chavan Government Medical College,M.S. (GENERAL SURGERY),OBC,8906.0,,,
Govt Medical College,M.S. (GENERAL SURGERY),Open,8912.0,10352.0,10132.0,
Government Medical College Kannauj,M.S. (GENERAL SURGERY),Open,8921.0,,14309.0,
Medical College,M.S. (GENERAL SURGERY),EWS,8941.0,,,
Government Medical College Kannauj,M.S. (GENERAL SURGERY),OBC,9023.0,,15324.0,
Acsr Government Medical College,M.S. (GENERAL SURGERY),EWS,9032.0,,,
Government Medical College Kozhikode,M.S. (GENERAL SURGERY),EWS,9046.0,,,
Ganesh Shankar Vidyarthi Memorial Medical College,M.S. (GENERAL SURGERY),OBC,9052.0,,,
Jawaharlal Nehru Medical College,M.S. (GENERAL SURGERY),Open,9093.0,,12525.0,15018.0
Rajkiya Medical College,M.S. (GENERAL SURGERY),Open,9172.0,11775.0,14708.0,
Government Medical College Chandrapur,M.S. (GENERAL SURGERY),OBC,9206.0,,15843.0,
Ipgme&R And Sskm Hospital Kolkata,M.S. (GENERAL SURGERY),OBC,9252.0,,,
Government Medical College Kadapa (Formerly Rajiv Gandhi,M.S. (GENERAL SURGERY),OBC,9341.0,,,
Indira Gandhi Medical College And Research Institute,M.S. (GENERAL SURGERY),OBC,9346.0,,,
Mahatma Gandhi Memorial Medical College,M.S. (GENERAL SURGERY),Open,9377.0,,15635.0,
Government Medical College,M.S. (GENERAL SURGERY),Open,9385.0,11648.0,184831.0,17743.0
Lokmanya Tilak Medical College Mumbai,M.S. (GENERAL SURGERY),SC,9476.0,,,
Gadag Institute Of Medical Sciences Gadag,M.S. (GENERAL SURGERY),EWS,9529.0,,,
Anugrah Narayan Magadh Medical College,M.S. (GENERAL SURGERY),Open,9552.0,,,
Government Institute Of Medical Sciences,M.S. (GENERAL SURGERY),OBC,9643.0,,,
Post Graduate Institute Of Medical Sciences (Pgims),M.S. (GENERAL SURGERY),EWS,9647.0,,15308.0,
Gvernment Medical College,M.S. (GENERAL SURGERY),Open,9652.0,,,
Government Medical College Kota,M.S. (GENERAL SURGERY),OBC,9697.0,,,
Topiwala National Medical College,M.S. (GENERAL SURGERY),SC,9720.0,,,
Esic Dental College And Hospital,M.S. (GENERAL SURGERY),Open,9744.0,,,
Gulbarga Institute Of Medical Sciences,M.S. (GENERAL SURGERY),OBC,9759.0,,,
Silchar Medical College,M.S. (GENERAL SURGERY),Open,9798.0,12714.0,192120.0,22296.0
Rajiv Gandhi Institute Of Medical Sciences,M.S. (GENERAL SURGERY),EWS,9856.0,,,
Netaji Subhash Chandra Bose Medical College,M.S. (GENERAL SURGERY),EWS,9948.0,,,
Netaji Subhash Chandra Bose Medical College,M.S. (GENERAL SURGERY),OBC,9957.0,,,
Siddhartha Medical College,M.S. (GENERAL SURGERY),OBC,10014.0,11282.0,12054.0,
Jawahar Lal Nehru Medical College,M.S. (GENERAL SURGERY),EWS,10022.0,,,
Dr. Baba Saheb Ambedkar Hospital,M.S. (GENERAL SURGERY),OBC,10025.0,,,
Gandhi Medical College,M.S. (GENERAL SURGERY),OBC,10048.0,12245.0,13981.0,
Govt. Doon Medical College,M.S. (GENERAL SURGERY),OBC,10127.0,16394.0,16173.0,
Patna Medical College,M.S. (GENERAL SURGERY),EWS,10134.0,,152129.0,
Namo Medical Education And Research Institute,M.S. (GENERAL SURGERY),Open,10141.0,,,24781.0
Nalanda Medical College,M.S. (GENERAL SURGERY),EWS,10187.0,,,
Stanley Medical College,M.S. (GENERAL SURGERY),ST,10239.0,49459.0,68472.0,
Goa Medical College,M.S. (GENERAL SURGERY),EWS,10264.0,,15582.0,
Govt Medical College,M.S. (GENERAL SURGERY),OBC,10272.0,12753.0,6614.0,
Jawahar Lal Nehru Medical College,M.S. (GENERAL SURGERY),OBC,10304.0,,,
Govt. Medical College,M.S. (GENERAL SURGERY),OBC,10360.0,16628.0,16929.0,
Maharashtra Post Graduate Institute Of Medical Education And Research,M.S. (GENERAL SURGERY),EWS,10363.0,,,
Jhalawar Medical College,M.S. (GENERAL SURGERY),OBC,10364.0,,,
Maharani Laxmi Bai Medical College Jhansi,M.S. (GENERAL SURGERY),EWS,10396.0,,,
Rajiv Gandhi Institute Of Medical Sciences Srikakulam,M.S. (GENERAL SURGERY),OBC,10405.0,,,
Gandhi Medical College,M.S. (GENERAL SURGERY),EWS,10410.0,13233.0,,
St. Stephen`S Hospital,M.S. (GENERAL SURGERY),Open,10428.0,,,
Sarojini Naidu Medical College,M.S. (GENERAL SURGERY),OBC,10469.0,13362.0,13573.0,16573.0
Sarojini Naidu Medical College,M.S. (GENERAL SURGERY),EWS,10562.0,13302.0,,
Govt. Medical College,M.S. (GENERAL SURGERY),EWS,10682.0,,,
Esic Medical College,M.S. (GENERAL SURGERY),OBC,10685.0,14073.0,15086.0,
Government Medical College Patiala.,M.S. (GENERAL SURGERY),EWS,10701.0,,,
Assam Medical College,M.S. (GENERAL SURGERY),Open,10749.0,14394.0,17893.0,21787.0
Darbhanga Medical College,M.S. (GENERAL SURGERY),OBC,10866.0,,171395.0,
Maharaja Krushna Chandra Gajapati Medical College,M.S. (GENERAL SURGERY),EWS,10872.0,,,
Rims Medical College,M.S. (GENERAL SURGERY),OBC,10915.0,11333.0,15000.0,
Govt. Medical College,M.S. (GENERAL SURGERY),OBC,10938.0,14236.0,15763.0,21184.0
Atal Bihari Vajpayee Government Medical College,M.S. (GENERAL SURGERY),OBC,10945.0,,17164.0,
Seth Gordhandas Sunderdas Medical College,M.S. (GENERAL SURGERY),SC,10953.0,,,
Govt Medical College,M.S. (GENERAL SURGERY),SC,10966.0,,25360.0,
Darbhanga Medical College,M.S. (GENERAL SURGERY),EWS,11026.0,,,
Swami Ramanand Teerth Rural Government Medical College,M.S. (GENERAL SURGERY),EWS,11129.0,,,
Jawaharlal Nehru Medical College,M.S. (GENERAL SURGERY),OBC,11134.0,,181435.0,15327.0
Gajra Raja Medical College Gwalior,M.S. (GENERAL SURGERY),OBC,11175.0,,,
Government Medical College Patiala.,M.S. (GENERAL SURGERY),OBC,11427.0,,,
Dr. Baba Saheb Ambedkar Hospital,M.S. (GENERAL SURGERY),EWS,11460.0,,,
Maharani Laxmi Bai Medical College Jhansi,M.S. (GENERAL SURGERY),OBC,11491.0,,,
Tezpur Medical College,M.S. (GENERAL SURGERY),Open,11507.0,12203.0,,
M. P. Shah Government Medical College,M.S. (GENERAL SURGERY),OBC,11557.0,,15544.0,
Holy Family Hospital,M.S. (GENERAL SURGERY),Open,11614.0,,,
Shaikh-Ul-Hind Maulana Mahmood Hasan Medical College,M.S. (GENERAL SURGERY),OBC,11723.0,,16103.0,
Gvernment Medical College,M.S. (GENERAL SURGERY),OBC,11735.0,,,
Nil Ratan Sircar Medical College,M.S. (GENERAL SURGERY),OBC,11745.0,,,
Pt. Jawahar Lal Nehru Memorial Medical College,M.S. (GENERAL SURGERY),OBC,11780.0,,17617.0,
Govt. Bundelkhand Medical College Sagar M.P.,M.S. (GENERAL SURGERY),OBC,11808.0,,,
Sher-I-Kashmir Institute Of Medical Sciences,M.S. (GENERAL SURGERY),EWS,11888.0,,,
Sher-I-Kashmir Institute Of Medical Sciences,M.S. (GENERAL SURGERY),OBC,11946.0,,,
Vss Institute Of Medical Sciences And Research,M.S. (GENERAL SURGERY),OBC,11974.0,,,
Gajra Raja Medical College Gwalior,M.S. (GENERAL SURGERY),EWS,12049.0,,14291.0,
Lisie Medical Institution,M.S. (GENERAL SURGERY),Open,12076.0,,,26575.0
Maharaja Krushna Chandra Gajapati Medical College,M.S. (GENERAL SURGERY),OBC,12245.0,,,
Government Medical College,M.S. (GENERAL SURGERY),OBC,12322.0,14617.0,227639.0,
Madras Medical College,M.S. (GENERAL SURGERY),EWS,12381.0,,,
Madurai Medical College,M.S. (GENERAL SURGERY),EWS,12640.0,,,
Dr. B L Kapur Memorial Hospital,M.S. (GENERAL SURGERY),Open,12683.0,,,
Government Kilpauk Medical College,M.S. (GENERAL SURGERY),EWS,12749.0,,,
Lourdes Hospital,M.S. (GENERAL SURGERY),Open,12759.0,,,
R G Kar Medical College,M.S. (GENERAL SURGERY),OBC,12841.0,14311.0,,
Kalpana Chawla Govt Medical College,M.S. (GENERAL SURGERY),OBC,12918.0,,,
Guru Gobind Singh Medical College,M.S. (GENERAL SURGERY),OBC,12948.0,,18548.0,
Dr. Rajendra Prasad Government Medical College,M.S. (GENERAL SURGERY),OBC,12990.0,,19945.0,21376.0
Calcutta National Medical College,M.S. (GENERAL SURGERY),OBC,12991.0,,,
Assam Medical College,M.S. (GENERAL SURGERY),OBC,13090.0,16841.0,19731.0,
Chengalpattu Medical College,M.S. (GENERAL SURGERY),EWS,13117.0,,,
Indira Gandhi Medical College And Research Institute,M.S. (GENERAL SURGERY),EWS,13233.0,,,
Govt Medical College,M.S. (GENERAL SURGERY),EWS,13248.0,,16412.0,
Chamarajanagar Institute Of Medical Sciences,M.S. (GENERAL SURGERY),EWS,13289.0,,,
Chhattisgarh Institute Of Medical Sciences,M.S. (GENERAL SURGERY),OBC,13560.0,,,
Medical College,M.S. (GENERAL SURGERY),SC,13615.0,,,
R G Kar Medical College,M.S. (GENERAL SURGERY),EWS,13645.0,,,
Noble Hospital,M.S. (GENERAL SURGERY),Open,13716.0,,,
Chhattisgarh Institute Of Medical Sciences,M.S. (GENERAL SURGERY),EWS,13756.0,,,
Tata Main Hospital,M.S. (GENERAL SURGERY),Open,13834.0,,,
Calcutta National Medical College,M.S. (GENERAL SURGERY),EWS,13846.0,,,
Esic Model Hospital,M.S. (GENERAL SURGERY),OBC,13853.0,,,
Caritas Hospital,M.S. (GENERAL SURGERY),Open,14057.0,,,
Coimbatore Medical College,M.S. (GENERAL SURGERY),EWS,14090.0,,17338.0,
Burdwan Medical College,M.S. (GENERAL SURGERY),OBC,14311.0,15427.0,17950.0,
Government Medical College Hospital,M.S. (GENERAL SURGERY),SC,14383.0,,,
Murshidabad Medical College And Hospital,M.S. (GENERAL SURGERY),OBC,14614.0,,19576.0,
Government T D Medical College,M.S. (GENERAL SURGERY),EWS,14618.0,,,
Rajmata Shrimati Devendra Kumari Singhdeo Government Medical College,M.S. (GENERAL SURGERY),OBC,14877.0,,,
Madras Medical College,M.S. (GENERAL SURGERY),SC,15070.0,17732.0,20133.0,
General Hospital,M.S. (GENERAL SURGERY),OBC,15084.0,,,
Silchar Medical College,M.S. (GENERAL SURGERY),OBC,15097.0,17195.0,19990.0,
Jehangir Hospital,M.S. (GENERAL SURGERY),Open,15127.0,,,
Vss Institute Of Medical Sciences And Research,M.S. (GENERAL SURGERY),EWS,15187.0,,,
Burdwan Medical College,M.S. (GENERAL SURGERY),EWS,15286.0,15563.0,,
Kanyakumari Government Medical College,M.S. (GENERAL SURGERY),EWS,15308.0,,,
Tezpur Medical College,M.S. (GENERAL SURGERY),OBC,15525.0,,20461.0,
College Of Medicine And Jnm Hospital,M.S. (GENERAL SURGERY),EWS,15555.0,,21772.0,
Namo Medical Education And Research Institute,M.S. (GENERAL SURGERY),EWS,15613.0,,22038.0,27865.0
Assam Medical College,M.S. (GENERAL SURGERY),EWS,15755.0,18181.0,,
St. Martha`S Hospital,M.S. (GENERAL SURGERY),Open,15778.0,,,
Government Mohan Kumaramangalam Medical College,M.S. (GENERAL SURGERY),EWS,15785.0,,,
Sbls Civil Hospital,M.S. (GENERAL SURGERY),Open,15881.0,,,
Osmania Medical Collge,M.S. (GENERAL SURGERY),SC,16065.0,18022.0,25348.0,
District Hospital,M.S. (GENERAL SURGERY),Open,16376.0,,,
Pandit Bhagwat Dayal Sharma Post Graduate Institute Of Medical Sciences,M.S. (GENERAL SURGERY),SC,16484.0,,,
Government Villupuram Medical College,M.S. (GENERAL SURGERY),EWS,16486.0,,,
Artemis Health Institute,M.S. (GENERAL SURGERY),Open,16583.0,,,
Mata Chanan Devi Hospital,M.S. (GENERAL SURGERY),Open,16843.0,,,
Sawai Man Singh Medical College,M.S. (GENERAL SURGERY),SC,16999.0,,,
Government Thoothukudi Medical College,M.S. (GENERAL SURGERY),EWS,17170.0,,,
Thanjavur Medical College,M.S. (GENERAL SURGERY),SC,17206.0,,25625.0,40254.0
District Hospital,M.S. (GENERAL SURGERY),OBC,17287.0,,,
Shree Aggarsain International Hospital,M.S. (GENERAL SURGERY),Open,17288.0,,,
Government Dharmapuri Medical College,M.S. (GENERAL SURGERY),EWS,17338.0,,25603.0,
Govt. Medical College,M.S. (GENERAL SURGERY),SC,17344.0,,30244.0,46457.0
B.J.Government Medical College,M.S. (GENERAL SURGERY),ST,17431.0,,,
Andhra Medical College,M.S. (GENERAL SURGERY),SC,17636.0,17636.0,,
Government Thiruvannamalai Medical College,M.S. (GENERAL SURGERY),EWS,17699.0,,25761.0,24948.0
Indira Gandhi Govt.Medical College Nagpur,M.S. (GENERAL SURGERY),SC,17725.0,,,
K.A.P.Viswanatham Government Medical College,M.S. (GENERAL SURGERY),SC,17732.0,,,
Government Medical College,M.S. (GENERAL SURGERY),EWS,17889.0,18975.0,16785.0,
Government Sivagangai Medical College And Hospital,M.S. (GENERAL SURGERY),EWS,17957.0,,23913.0,
Kakatiya Medical College,M.S. (GENERAL SURGERY),SC,18022.0,19961.0,28425.0,41110.0
Lalitha Super Specialty Hospital,M.S. (GENERAL SURGERY),Open,18126.0,,,
B.J.Government Medical College,M.S. (GENERAL SURGERY),SC,18245.0,,21869.0,
Venkateshwar Hospital,M.S. (GENERAL SURGERY),Open,18348.0,,,29671.0
Government Kilpauk Medical College,M.S. (GENERAL SURGERY),SC,18391.0,,,
Jlnm Hospital,M.S. (GENERAL SURGERY),OBC,18414.0,,,
Sbls Civil Hospital,M.S. (GENERAL SURGERY),OBC,18739.0,,,
Pgimer,M.S. (GENERAL SURGERY),ST,18892.0,,,
Qrg Medicare,M.S. (GENERAL SURGERY),Open,18905.0,,,
Fortis Hospital,M.S. (GENERAL SURGERY),Open,18942.0,,,
Sawai Man Singh Medical College,M.S. (GENERAL SURGERY),ST,18986.0,,43732.0,
R G Kar Medical College,M.S. (GENERAL SURGERY),SC,19392.0,,,
Sagar Hospital,M.S. (GENERAL SURGERY),Open,19935.0,,,
Kurnool Medical College,M.S. (GENERAL SURGERY),SC,19939.0,,,
Amar Hospital,M.S. (GENERAL SURGERY),Open,19958.0,,,
Pgimer,M.S. (GENERAL SURGERY),OBC,20354.0,501.0,,30315.0
District Hospital,M.S. (GENERAL SURGERY),EWS,20395.0,,,
Coimbatore Medical College,M.S. (GENERAL SURGERY),SC,20664.0,,35612.0,44549.0
B. J. Medical College,M.S. (GENERAL SURGERY),SC,20820.0,24821.0,26176.0,
Apollo Hospital,M.S. (GENERAL SURGERY),Open,20835.0,,,
Big Apollo Spectra Hospitals,M.S. (GENERAL SURGERY),Open,20863.0,,,
Burdwan Medical College,M.S. (GENERAL SURGERY),SC,20912.0,23802.0,28592.0,44824.0
St. Isabels Hospital,M.S. (GENERAL SURGERY),Open,20975.0,,,
Mysore Medical College And Research Institute,M.S. (GENERAL SURGERY),SC,20995.0,,,
Siddhartha Medical College,M.S. (GENERAL SURGERY),SC,21284.0,21284.0,26297.0,
Government Medical College Patiala.,M.S. (GENERAL SURGERY),SC,21564.0,,,
King Georges Medical University,M.S. (GENERAL SURGERY),SC,21656.0,,,
Hinduhridayasamrat Balasaheb Thackeray Medical College And Dr. R. N. Cooper,M.S. (GENERAL SURGERY),SC,21692.0,,,
Bangalore Medical College And Research Institute,M.S. (GENERAL SURGERY),SC,21707.0,,,
Lokmanya Tilak Medical College Mumbai,M.S. (GENERAL SURGERY),ST,21850.0,,,
Goa Medical College,M.S. (GENERAL SURGERY),SC,21996.0,21996.0,,
Down Town Hospital,M.S. (GENERAL SURGERY),Open,22053.0,,,
Srirama Chandra Bhanja Medical College,M.S. (GENERAL SURGERY),SC,22077.0,,,
Nemcare Hospital,M.S. (GENERAL SURGERY),Open,22153.0,,,
Guntur Medical College,M.S. (GENERAL SURGERY),SC,22683.0,24091.0,,
Asarfi Hospital,M.S. (GENERAL SURGERY),Open,22698.0,,,33723.0
Mysore Medical College And Research Institute,M.S. (GENERAL SURGERY),ST,22720.0,,,
Mahatma Gandhi Memorial Medical College,M.S. (GENERAL SURGERY),SC,22823.0,,,
Medical College,M.S. (GENERAL SURGERY),ST,23210.0,67111.0,72900.0,77565.0
Guru Gobind Singh Medical College,M.S. (GENERAL SURGERY),SC,23350.0,,,
Government Dharmapuri Medical College,M.S. (GENERAL SURGERY),SC,23411.0,,34691.0,
Ganesh Shankar Vidyarthi Memorial Medical College,M.S. (GENERAL SURGERY),SC,23750.0,,,
Osmania Medical Collge,M.S. (GENERAL SURGERY),ST,23773.0,,,
Esi-Post Graduate Institute Of Medical Sciences And Research,M.S. (GENERAL SURGERY),OBC,23897.0,,,
Government Medical College Kadapa (Formerly Rajiv Gandhi,M.S. (GENERAL SURGERY),SC,24091.0,,,
Institute Of Medical Sciences,M.S. (GENERAL SURGERY),ST,24192.0,,,
Bangalore Medical College And Research Institute,M.S. (GENERAL SURGERY),ST,24219.0,,,
Government Villupuram Medical College,M.S. (GENERAL SURGERY),SC,24281.0,,,
M. P. Shah Government Medical College,M.S. (GENERAL SURGERY),SC,24368.0,,28890.0,
Maharani Laxmi Bai Medical College Jhansi,M.S. (GENERAL SURGERY),SC,24988.0,,,
Govt. Medical College,M.S. (GENERAL SURGERY),SC,25386.0,38039.0,,
Jhalawar Medical College,M.S. (GENERAL SURGERY),SC,25389.0,,36224.0,
Shimoga Institute Of Medical Sciences,M.S. (GENERAL SURGERY),SC,25558.0,,,
Andhra Medical College,M.S. (GENERAL SURGERY),ST,25745.0,25745.0,,
Atal Bihari Vajpayee Government Medical College,M.S. (GENERAL SURGERY),SC,25772.0,,39750.0,
Dr. Shankarrao Chavan Government Medical College,M.S. (GENERAL SURGERY),SC,25826.0,,,
Rims Medical College,M.S. (GENERAL SURGERY),SC,25914.0,,,
Dr. Sampurnanand Medical College (Snmc),M.S. (GENERAL SURGERY),SC,25989.0,,36126.0,
Swami Dayanand Hospital,M.S. (GENERAL SURGERY),SC,26001.0,,,
Mahatma Gandhi Institute Of Medical Sciences,M.S. (GENERAL SURGERY),SC,26225.0,,37415.0,
Raichur Institute Of Medical Sciences,M.S. (GENERAL SURGERY),SC,26670.0,,39635.0,
Maharaja Krushna Chandra Gajapati Medical College,M.S. (GENERAL SURGERY),SC,26701.0,,,
Sher-I-Kashmir Institute Of Medical Sciences,M.S. (GENERAL SURGERY),SC,26725.0,,,
Pandit Bhagwat Dayal Sharma Post Graduate Institute Of Medical Sciences,M.S. (GENERAL SURGERY),ST,26818.0,,,
Guntur Medical College,M.S. (GENERAL SURGERY),ST,26971.0,,,
Patna Medical College,M.S. (GENERAL SURGERY),SC,27032.0,,,
Sarojini Naidu Medical College,M.S. (GENERAL SURGERY),SC,27356.0,,190209.0,
Vss Institute Of Medical Sciences And Research,M.S. (GENERAL SURGERY),SC,27424.0,,,
Netaji Subhash Chandra Bose Medical College,M.S. (GENERAL SURGERY),ST,27520.0,,,
Kakatiya Medical College,M.S. (GENERAL SURGERY),ST,27674.0,,46608.0,
Chamarajanagar Institute Of Medical Sciences,M.S. (GENERAL SURGERY),SC,27730.0,,39475.0,
Hinduhridayasamrat Balasaheb Thackeray Medical College And Dr. R. N. Cooper,M.S. (GENERAL SURGERY),ST,27980.0,,,
Gandhi Medical College,M.S. (GENERAL SURGERY),SC,28042.0,,36023.0,
Gajra Raja Medical College Gwalior,M.S. (GENERAL SURGERY),SC,28091.0,,,
Pt. Jawahar Lal Nehru Memorial Medical College,M.S. (GENERAL SURGERY),SC,28364.0,,40923.0,44818.0
King Georges Medical University,M.S. (GENERAL SURGERY),ST,28525.0,,43543.0,64538.0
Karwar Institute Of Medical Sciences,M.S. (GENERAL SURGERY),SC,28632.0,,39663.0,48571.0
Jawahar Lal Nehru Medical College,M.S. (GENERAL SURGERY),SC,28659.0,,,
Dr. Baba Saheb Ambedkar Hospital,M.S. (GENERAL SURGERY),SC,28740.0,,,
Government Medical College Kota,M.S. (GENERAL SURGERY),SC,28843.0,,,
Sher-I-Kashmir Institute Of Medical Sciences,M.S. (GENERAL SURGERY),ST,29567.0,,,
Employees State Insurance Corporation Medical College And,M.S. (GENERAL SURGERY),ST,29862.0,,,
Darbhanga Medical College,M.S. (GENERAL SURGERY),SC,30029.0,,39534.0,
Gvernment Medical College,M.S. (GENERAL SURGERY),SC,30757.0,,,
Netaji Subhash Chandra Bose Medical College,M.S. (GENERAL SURGERY),SC,30801.0,,,
Shaikh-Ul-Hind Maulana Mahmood Hasan Medical College,M.S. (GENERAL SURGERY),SC,30811.0,,38713.0,
Nalanda Medical College,M.S. (GENERAL SURGERY),SC,31112.0,,37912.0,
Govt. Bundelkhand Medical College Sagar M.P.,M.S. (GENERAL SURGERY),SC,31214.0,,42323.0,
Jawaharlal Nehru Medical College,M.S. (GENERAL SURGERY),SC,31259.0,,41747.0,
Government Medical College,M.S. (GENERAL SURGERY),SC,31344.0,37540.0,43001.0,43411.0
Rajmata Shrimati Devendra Kumari Singhdeo Government Medical College,M.S. (GENERAL SURGERY),SC,32137.0,,,
Silchar Medical College,M.S. (GENERAL SURGERY),SC,32305.0,,42256.0,
Kurnool Medical College,M.S. (GENERAL SURGERY),ST,32451.0,,,
Madras Medical College,M.S. (GENERAL SURGERY),ST,32538.0,47281.0,63444.0,
Assam Medical College,M.S. (GENERAL SURGERY),SC,32833.0,37053.0,,
Tezpur Medical College,M.S. (GENERAL SURGERY),SC,33129.0,,,
Southern Railway Head Quarter Hospital,M.S. (GENERAL SURGERY),SC,33164.0,,,
Gandhi Medical College,M.S. (GENERAL SURGERY),ST,33541.0,44205.0,,
Gajra Raja Medical College Gwalior,M.S. (GENERAL SURGERY),ST,33561.0,,,
Srirama Chandra Bhanja Medical College,M.S. (GENERAL SURGERY),ST,34092.0,,,
Govt. Medical College,M.S. (GENERAL SURGERY),ST,34353.0,41607.0,,
Vss Institute Of Medical Sciences And Research,M.S. (GENERAL SURGERY),ST,35833.0,,,
Pgimer,M.S. (GENERAL SURGERY),SC,36078.0,,,
M. P. Shah Government Medical College,M.S. (GENERAL SURGERY),ST,36781.0,,53454.0,
Acsr Government Medical College,M.S. (GENERAL SURGERY),ST,38449.0,,,
Shimoga Institute Of Medical Sciences,M.S. (GENERAL SURGERY),ST,40127.0,,,
Indira Gandhi Govt.Medical College Nagpur,M.S. (GENERAL SURGERY),ST,41849.0,,,
Jawahar Lal Nehru Medical College,M.S. (GENERAL SURGERY),ST,42176.0,,49459.0,
Chhattisgarh Institute Of Medical Sciences,M.S. (GENERAL SURGERY),ST,42421.0,,,77258.0
Nalanda Medical College,M.S. (GENERAL SURGERY),ST,42992.0,,,
Government Medical College Patiala.,M.S. (GENERAL SURGERY),ST,43007.0,,,
Dr. Shankarrao Chavan Government Medical College,M.S. (GENERAL SURGERY),ST,43447.0,,,
Govt. Bundelkhand Medical College Sagar M.P.,M.S. (GENERAL SURGERY),ST,44088.0,,68175.0,
Government Medical College Kozhikode,M.S. (GENERAL SURGERY),ST,44094.0,,,
Government Medical College,M.S. (GENERAL SURGERY),ST,44397.0,60086.0,77827.0,71105.0
Jlnm Hospital,M.S. (GENERAL SURGERY),SC,44509.0,,,
Tirunelveli Medical College,M.S. (GENERAL SURGERY),ST,45737.0,63444.0,75844.0,
Government Kilpauk Medical College,M.S. (GENERAL SURGERY),ST,46018.0,,,
Maharani Laxmi Bai Medical College Jhansi,M.S. (GENERAL SURGERY),ST,46258.0,,,
Coimbatore Medical College,M.S. (GENERAL SURGERY),ST,46355.0,,74344.0,
Maharaja Krushna Chandra Gajapati Medical College,M.S. (GENERAL SURGERY),ST,47261.0,,,
Silchar Medical College,M.S. (GENERAL SURGERY),ST,47609.0,57591.0,62759.0,
Govt. Medical College,M.S. (GENERAL SURGERY),ST,50137.0,56992.0,,
Madurai Medical College,M.S. (GENERAL SURGERY),ST,50324.0,,70651.0,
Calcutta National Medical College,M.S. (GENERAL SURGERY),ST,50334.0,,73201.0,
Gadag Institute Of Medical Sciences Gadag,M.S. (GENERAL SURGERY),ST,50734.0,,,
Gulbarga Institute Of Medical Sciences,M.S. (GENERAL SURGERY),ST,51677.0,,,
K.A.P.Viswanatham Government Medical College,M.S. (GENERAL SURGERY),ST,52379.0,,,
Government Thiruvannamalai Medical College,M.S. (GENERAL SURGERY),ST,52950.0,,77917.0,
Raichur Institute Of Medical Sciences,M.S. (GENERAL SURGERY),ST,53184.0,,,
Dr. Baba Saheb Ambedkar Hospital,M.S. (GENERAL SURGERY),ST,53367.0,,,
